tconst	directors
tt10544910	nm0183659
tt10544978	nm5494046
tt10544980	nm2682801
tt10544990	nm7733765,nm7733790
tt10545040	nm4029670
tt10545076	\N
tt10545182	nm10465535
tt10545212	nm2085163
tt10545214	nm8469296
tt10545298	nm1913625
tt10545324	\N
tt10545446	nm10794574
tt10545468	\N
tt10545470	nm4922817
tt10545474	nm5869981
tt10545476	nm1044682
tt10545484	nm10829550
tt10545608	nm6182645
tt10545696	nm0496312
tt10545704	nm0146991
tt10545706	nm2225610
tt10545812	nm4166467
tt10545822	nm4432546
tt10545884	nm1621250
tt10545940	nm2102632
tt10545982	nm7489398
tt10546004	nm2463304,nm1417409
tt10546018	nm1168564,nm4265384
tt10546096	nm7681866
tt10546098	nm5654413
tt10546130	nm1621250
tt10546234	nm10795177
tt10546252	nm3625125
tt10546254	nm1500860
tt10546354	nm4633825
tt10546394	nm2597861
tt10546796	\N
tt10546920	nm10795307
tt10546990	\N
tt10547442	nm3258082
tt10547512	nm4930908
tt10547516	nm0332297
tt10547658	\N
tt10547792	nm10795510
tt10547830	nm10795487
tt10547906	nm5100627
tt10548140	nm5769684
tt10548420	nm0404393
tt10548482	nm6578870
tt10548502	nm8131404
tt10548758	nm9077839
tt10548822	nm4749525
tt10549008	\N
tt10549012	\N
tt10549038	nm0003476
tt10549056	nm3268211
tt10549058	\N
tt10549118	nm10796215
tt10549174	nm10796271
tt10549278	nm1895237
tt10549312	nm3252853
tt10549360	nm7681866
tt10549392	nm10796398
tt10549400	nm3321811,nm5055987
tt10549500	nm2081224
tt10549658	nm0388949,nm10796565
tt10549954	nm10609608
tt10549980	nm5481678
tt10550050	nm0280755
tt10550402	nm1210071
tt10550580	nm0644500
tt10550604	nm2940722
tt10550736	nm10796906
tt10550772	nm10796906
tt10550884	nm8460699
tt10550912	\N
tt10550922	nm0504586
tt10550926	nm2423025
tt10550990	nm10797098
tt10551082	nm10797125
tt10551118	nm0003116
tt10551128	nm2529148
tt10551144	\N
tt10551150	nm1252635,nm0399003
tt10551160	nm2207797,nm4392664
tt10551236	nm0838499
tt10551274	nm8395713
tt10551282	nm10366970
tt10551284	nm1842528
tt10551326	nm10797336
tt10551346	nm10797627
tt10551350	nm10797382
tt10551390	nm10376598
tt10551398	nm7378505
tt10551420	nm1040773
tt10551450	nm3447204
tt10551562	nm6332648,nm10797642
tt10551608	nm9214307
tt10551672	nm7418412
tt10551904	nm0480850
tt10552140	nm10337745
tt10552624	nm10797928
tt10552778	nm10797955
tt10553086	nm10797987,nm10797986
tt10553210	nm0364946
tt10553228	nm10798058,nm10798057
tt10553438	nm0929621
tt10553448	nm6769999
tt10553470	nm8213392
tt10553482	\N
tt10553494	nm10798384
tt10553586	nm2334819
tt10553734	nm3654877
tt10553756	nm1203378
tt10553922	nm4060517
tt10554018	nm5179493
tt10554052	nm0461072
tt10554184	nm1660138
tt10554196	nm0177234
tt10554232	nm0031342
tt10555048	nm10157704
tt10555278	nm3467161
tt10555482	nm4082771
tt10555544	nm8110570
tt10555578	nm2964759
tt10555608	nm6793830
tt10555668	nm2016167
tt10555688	nm2694058
tt10555874	nm6355316
tt10555920	nm10799635
tt10555946	nm3180471
tt10555976	nm0685454
tt10556036	nm10799725
tt10556046	nm8374257
tt10556130	nm0583444
tt10556164	nm4336170,nm10799827
tt10556176	nm6182645
tt10556220	nm0486188
tt10556230	nm2101710
tt10556292	nm10799987
tt10556308	nm7215167
tt10556320	nm3202804
tt10556334	nm10800028,nm9541541
tt10556354	nm4320620
tt10556400	nm6126603
tt10556402	nm9381265
tt10556464	nm2224108
tt10556466	nm7590950
tt10556516	nm7914436
tt10556674	nm3524360
tt10556710	nm4369708
tt10556746	\N
tt10556756	nm5609876
tt10557524	nm4595176
tt10557774	nm10800511
tt10558280	nm0555712
tt10558286	nm10800640
tt10558326	nm4254117
tt10558482	nm10800815
tt10558568	nm10800925
tt10558652	nm3568020
tt10558678	nm1313488
tt10558706	nm1335774
tt10558950	nm10801154
tt10558990	\N
tt10558998	nm1015002
tt10559042	nm5751507
tt10559212	\N
tt10559256	nm0595844
tt10559296	nm1992779,nm4465962
tt10559882	nm10330049
tt10560056	nm0339178
tt10560062	nm2942164
tt10560076	nm5137247
tt10560146	nm10796906
tt10560278	nm1376511
tt10560328	nm9731488
tt10560614	nm10802085
tt10560634	nm5875307
tt10560778	nm10802226
tt10560780	nm10802228
tt10560784	nm3785458
tt10560846	nm4103556
tt10560862	nm3318701
tt10560940	nm10802364
tt10560954	nm6885190
tt10560958	nm10802368
tt10560962	nm10802370
tt10560968	nm10802373
tt10560970	nm10802374
tt10561056	nm1049555
tt10561406	\N
tt10562658	nm9372592
tt10562716	nm7961008
tt10562772	nm10802807
tt10562886	\N
tt10563016	\N
tt10563180	nm7692758
tt10563186	nm6255948
tt10563232	nm10803252,nm10803273
tt10563320	nm2696303
tt10563328	nm0657084
tt10563380	nm7530241
tt10563420	nm0692652,nm3080055
tt10563658	nm10803478
tt10563708	nm0343980
tt10563754	nm4210173
tt10563760	nm1556143
tt10563812	nm4022034
tt10563920	nm2925947
tt10563956	nm3233706
tt10564390	nm6303248
tt10564446	nm0271815
tt10564500	nm4039415
tt10564546	nm0271815
tt10564584	nm8867738
tt10564598	nm10803995
tt10564600	nm8867738
tt10564792	nm4512390
tt10564814	nm2159284
tt10564842	nm10490240
tt10564870	nm7013297
tt10564912	nm10490240
tt10564920	nm5760375
tt10565396	nm0869536
tt10565666	nm3138626
tt10566928	nm1474292
tt10566946	nm10772526
tt10567034	nm10804647
tt10567228	nm4361982
tt10567298	nm3618334
tt10567304	nm10804784
tt10567388	nm1182208
tt10567444	nm3323470
tt10567498	nm4813672
tt10567592	nm6557114
tt10567648	nm5126319
tt10567654	nm6793940
tt10568054	nm10174061,nm10334617
tt10568304	\N
tt10568312	nm3872023
tt10568408	nm3980249
tt10568434	nm1862121
tt10568496	nm3495343
tt10568552	nm10111695
tt10568886	nm2202870
tt10568900	nm6551148
tt10569276	\N
tt10569454	\N
tt10569486	nm10804456
tt10569510	\N
tt10569620	\N
tt10569638	nm10329523
tt10569656	nm10806012
tt10569714	nm4003744
tt10569760	\N
tt10569928	nm0602333
tt10570034	nm5773885,nm4687889
tt10570094	nm10806432
tt10570158	nm5830155
tt10570190	nm5367242
tt10570206	nm9033305
tt10571240	nm4341114
tt10572250	nm7339092,nm9541010
tt10572394	nm8612406
tt10572400	\N
tt10572548	nm4731935
tt10572578	nm6889301,nm6889310
tt10572658	nm0657734
tt10572668	nm3339076
tt10572710	nm2937097
tt10572742	nm7692023
tt10572832	nm5107619,nm3862477,nm7411766,nm10809105,nm5516775
tt10572842	nm10807536
tt10572870	nm8899366
tt10572894	nm10807568
tt10572912	nm10807584
tt10572922	nm5423348
tt10573300	nm10807810,nm10807809
tt10573316	nm1098369
tt10573356	nm8935480,nm10807830,nm8935482
tt10573442	nm6250496
tt10573528	nm1286368
tt10573686	nm10808009,nm9600992
tt10573704	\N
tt10573706	nm1862121
tt10573816	nm1879155
tt10573946	nm0398789
tt10573984	nm3671226
tt10573990	\N
tt10574054	\N
tt10574230	nm0793835
tt10574244	nm10804456
tt10574252	nm10808390
tt10574336	nm6620806
tt10574346	nm1750787
tt10574452	nm6310089
tt10574498	nm4857370
tt10574510	nm6063958
tt10574512	nm2297663
tt10574580	nm1098369
tt10574688	nm3594819
tt10574728	nm3629099
tt10574868	nm10808799
tt10574932	nm5977909,nm5588680
tt10574942	nm10808900
tt10574948	nm1068809
tt10574978	nm5907906
tt10575360	nm2458273
tt10575710	nm10939329
tt10575718	nm1392160
tt10575810	nm7063927
tt10576270	nm7201398
tt10576278	nm10809037
tt10576302	nm2980633
tt10576392	nm10809042
tt10576540	nm1339852
tt10576542	nm0503211
tt10576556	nm1208260
tt10576650	\N
tt10576772	nm2036112
tt10576862	nm6260935
tt10576868	nm8429592
tt10576946	nm1969609
tt10577318	nm4339979
tt10577826	nm2261081
tt10577854	nm5830864
tt10577862	nm10809409
tt10577878	nm10809411
tt10577906	nm2356332
tt10577960	nm7508139
tt10577984	nm10891250,nm10809528
tt10577986	nm5318850
tt10578026	nm2625196
tt10578106	nm5901495
tt10578206	nm0186733
tt10578254	nm5366149,nm9482987
tt10578318	nm10809855
tt10578332	nm8718914
tt10578356	nm7628726
tt10578490	nm0893473,nm0001770
tt10578604	nm1286368
tt10579092	nm10564794
tt10579154	nm9613937
tt10579380	nm2790548
tt10579400	nm10810340,nm10810341,nm9583006
tt10579562	nm8979441,nm8979442
tt10579610	nm10810539
tt10579622	nm2971447
tt10579716	nm6355316,nm10810618
tt10579768	nm0502671
tt10579880	nm10810685,nm10810686
tt10579910	nm0922115
tt10579912	nm4048833
tt10579936	nm7000309
tt10579942	nm10810707
tt10579944	nm0994282
tt10579950	nm2934262
tt10579952	nm7992231
tt10579956	nm7298046,nm8415021
tt10579976	nm4158029
tt10579986	nm1233790
tt10579992	nm3774181
tt10579994	nm2550786
tt10580028	nm10433308
tt10580094	nm10826893
tt10580106	nm10808478
tt10580158	nm5548127
tt10580170	\N
tt10580260	\N
tt10580294	nm4347881,nm1551104
tt10580336	nm10811314
tt10580414	nm2826871
tt10580458	nm10811371
tt10580566	nm5768042
tt10580580	nm2043935
tt10580770	nm8259192
tt10580960	\N
tt10581102	nm5601644,nm1846164
tt10581324	nm3401472
tt10581486	nm6156480
tt10581630	nm9196395
tt10581708	nm2182794
tt10581792	\N
tt10581808	\N
tt10581890	nm3821130
tt10581938	nm10746851
tt10581972	nm8527914
tt10582354	nm1377508
tt10582422	nm1169248
tt10582476	nm8301667
tt10582738	nm5708975,nm6032359,nm2331206,nm5947799
tt10582752	nm10812004
tt10582794	\N
tt10582886	\N
tt10582906	\N
tt10582918	nm10812046
tt10582920	\N
tt10582934	\N
tt10582976	\N
tt10583108	nm10812129
tt10583120	nm10812137,nm4335971
tt10583170	nm0369736
tt10583174	nm7386672
tt10583178	nm10738665
tt10583222	nm6092927
tt10583224	nm1732468
tt10583244	nm2217064
tt10583248	nm4287502
tt10583406	\N
tt10583416	nm4701134
tt10583590	nm1070696
tt10583596	nm2218904
tt10583610	nm10738665
tt10583632	nm0209330
tt10583948	nm10812460
tt10583950	nm5867455
tt10583954	nm8941952
tt10584218	nm10812534
tt10584272	nm0492408
tt10584284	nm10812587
tt10584434	\N
tt10584466	nm2004890
tt10584470	nm11180879,nm10812731
tt10584480	nm3450244
tt10584490	nm3598310
tt10584520	\N
tt10584552	\N
tt10584558	nm4397359,nm4398476
tt10584600	nm10812826
tt10584618	nm10812845
tt10584648	\N
tt10584694	nm7808790,nm3527272,nm4548003,nm5874000,nm2563516,nm2273726,nm6878880,nm4142647
tt10584752	nm3307575,nm6108953
tt10584764	nm7454082
tt10584784	nm5370875
tt10584804	nm2582006
tt10584810	nm0071406
tt10584832	nm4158029
tt10584838	nm10818958
tt10584846	nm4158029
tt10584850	nm2310408
tt10584854	nm1364115
tt10584858	nm4158029
tt10584866	nm7986770
tt10584880	nm0226398
tt10584898	nm4567568
tt10584902	nm10813102
tt10584906	nm2680056
tt10584908	nm3276353,nm2703694
tt10584912	nm10813135
tt10584916	nm5612064
tt10584942	nm3941484
tt10584952	nm4206987
tt10584960	nm0480215,nm7139936
tt10584978	nm8038547
tt10584984	nm9392282
tt10585038	nm10813251
tt10585078	nm1802173
tt10585082	nm0800098
tt10585086	nm0800098
tt10585156	nm10813310
tt10585290	nm2383035
tt10585300	\N
tt10585436	nm7246220
tt10585686	nm6979353
tt10586000	nm8122831
tt10586502	nm4826957
tt10586578	nm7163320
tt10586834	nm4826957
tt10586852	nm10755126
tt10587418	nm10813874
tt10587522	\N
tt10587588	\N
tt10587618	nm10813958
tt10588276	\N
tt10588310	nm2194326
tt10588404	nm0858418
tt10588504	nm1677090
tt10588602	nm2381883
tt10588622	nm2687891
tt10588688	nm0284659
tt10588750	nm2217976
tt10588792	nm0003735
tt10588884	nm10634035
tt10588912	nm10634035
tt10588924	nm10814612
tt10588964	nm2769614
tt10588968	\N
tt10589002	nm6330113
tt10589120	nm10814746
tt10589202	nm0524461
tt10589360	nm9426560
tt10589508	nm4056321
tt10589540	nm2907344
tt10589738	nm4652014
tt10589826	\N
tt10589840	nm4701134
tt10589894	nm10815021
tt10589902	\N
tt10589910	nm7417572
tt10589914	nm0814469
tt10589924	nm3445219
tt10589966	nm2280231
tt10590030	nm9399607
tt10590036	nm0776710
tt10590038	nm3174375
tt10590064	nm10815242,nm0776710
tt10590082	nm10815242,nm0776710
tt10590090	nm10815333
tt10590102	nm10815351
tt10590142	nm0360463
tt10590148	nm10815419
tt10590172	nm4453863
tt10590198	nm10815490
tt10590202	nm10815494
tt10590280	nm10803456
tt10590408	nm6373208
tt10590458	nm8448178
tt10590478	nm10434370
tt10590506	nm0025534
tt10590530	nm0664582
tt10590546	nm10815758
tt10590744	\N
tt10591240	nm1500658
tt10591302	\N
tt10591492	nm0224351
tt10591522	nm10159466,nm10192055
tt10591750	\N
tt10591832	nm5732304
tt10592082	nm3354020
tt10592130	nm10816186
tt10592154	nm0799909
tt10592176	nm10816224
tt10592288	nm5874240
tt10592506	nm5009037
tt10592720	nm5046291
tt10592852	nm3859710
tt10592884	nm1882594
tt10592946	nm8885153
tt10593088	nm5544212
tt10593750	nm5662493
tt10594076	nm10816905
tt10594512	nm0150756,nm7950580
tt10594598	nm10816967
tt10594652	nm3471261
tt10594738	nm1407635
tt10594792	nm8678191
tt10594842	nm5625215
tt10594884	nm5193241
tt10594886	nm10808651
tt10595006	nm5176502
tt10595240	\N
tt10595278	nm1635748
tt10595280	nm5262690
tt10595394	nm5436459
tt10595882	nm5982160
tt10595954	nm2340040
tt10596422	nm8796450
tt10596858	nm10817846
tt10596876	nm0838486,nm10817861
tt10596900	nm8732720
tt10596982	nm5737747
tt10597024	nm2162476
tt10597202	nm5173756
tt10597204	nm2077225
tt10597210	nm10818097
tt10597224	nm5173756
tt10597228	nm7266653,nm9145021
tt10597306	nm6168329
tt10597418	nm5236153
tt10597422	\N
tt10597456	nm7721590
tt10597490	nm5139879
tt10597550	nm10818467
tt10597554	nm0100407,nm10575857
tt10597610	nm10765866
tt10597746	nm10818635
tt10597934	nm6487475
tt10597978	\N
tt10598156	nm10793545
tt10598168	nm10689548,nm8613751
tt10598178	nm10689548
tt10598260	nm2210157
tt10598368	nm7725685
tt10598380	nm8246581
tt10598384	nm3458432
tt10598454	\N
tt10598648	nm3060428
tt10598836	nm4298855
tt10599170	nm10819350
tt10599446	nm10819417
tt10599470	nm1477708
tt10599864	nm7721590
tt10600176	nm7721590,nm10819455,nm10819454
tt10600902	\N
tt10601156	\N
tt10601298	\N
tt10601374	nm5556575
tt10601394	nm5556575
tt10601422	nm10820081
tt10601432	nm2258169
tt10601514	\N
tt10601528	\N
tt10601552	nm0456031
tt10601634	nm9623745
tt10601672	nm10260480
tt10601948	nm3301599
tt10601958	nm1253289
tt10601996	\N
tt10602008	nm10707531
tt10602132	nm3564648
tt10602144	nm0466892
tt10602172	nm5020492
tt10602178	nm7405110
tt10602294	nm9903974,nm10820664
tt10602318	nm7829680
tt10602416	nm0878299
tt10602684	nm0364154
tt10602694	nm1374337
tt10602774	nm3471261
tt10602798	nm3471261
tt10602826	nm5644839
tt10603058	\N
tt10603140	nm3565330
tt10603286	nm0103880
tt10603290	nm10821510
tt10603346	nm4376261,nm0502069,nm9433924,nm0285666,nm0658476
tt10603466	nm0921345
tt10603568	nm7480942
tt10603910	nm0900489
tt10604106	nm10821745
tt10604154	\N
tt10604292	nm0491286,nm10821761
tt10604464	nm7767102,nm6356309
tt10604738	nm2955193
tt10604798	nm8733574
tt10605226	nm3008388
tt10605740	nm9667956
tt10605812	nm4144240
tt10606032	nm10822139
tt10606136	nm8013984
tt10606870	nm6912839
tt10606876	nm10822437
tt10606908	nm1488380
tt10607044	nm1720812
tt10607172	nm3471261
tt10607270	nm9903974
tt10607336	nm1035818
tt10607372	nm6264147
tt10607390	nm0935985
tt10607452	nm3037880
tt10607472	nm5484334
tt10607538	nm3504302
tt10607566	nm1764494
tt10607654	nm2713006
tt10607806	nm1305849
tt10607830	nm8903206
tt10608030	nm3471261
tt10608038	nm10823161
tt10608270	nm10822091
tt10608290	nm10066813
tt10608390	nm0079244
tt10608428	nm4285381
tt10608464	nm0072996
tt10608516	nm9809820
tt10608566	nm0024888
tt10608630	nm3935986
tt10608632	nm0239725,nm0553303
tt10608660	nm6634664
tt10608668	nm10823559
tt10608730	nm10634035
tt10608770	nm7799059
tt10608842	nm10025721
tt10608854	nm7799059
tt10608970	nm6979354
tt10608990	nm5139062,nm2999765
tt10609050	nm0032118
tt10609670	nm3829779
tt10609960	nm7366175,nm6972921,nm1630563
tt10610230	nm3909409
tt10610330	nm4408242
tt10610332	nm10824074
tt10610440	nm0863120
tt10610666	nm1032195
tt10610788	nm10823952
tt10611372	nm5968920
tt10611624	nm2641508
tt10611696	nm10200219
tt10612048	nm2810726
tt10612148	nm4909417
tt10612164	nm2707990
tt10612306	nm10714764
tt10612362	nm9409952
tt10612478	nm0832187
tt10612572	nm8058287
tt10612586	nm2123947
tt10612596	nm9108431
tt10612884	nm1500658
tt10612886	nm0874093
tt10613002	nm8323921
tt10613030	nm8239364,nm1298561
tt10613086	nm10259035
tt10613174	nm2976087
tt10613176	nm0212918
tt10613228	nm10825254
tt10613282	\N
tt10613418	nm0276506
tt10613438	nm0702901
tt10613472	nm2140411
tt10613518	nm5653842
tt10613550	nm10825553
tt10613572	nm10825583
tt10613578	nm2328713
tt10613684	nm3022658
tt10613688	nm0096773,nm0149594
tt10613694	nm10825821
tt10613702	nm10825841,nm10363539
tt10613796	nm3022658
tt10613802	\N
tt10613838	nm3445219
tt10613848	nm10825956
tt10613866	nm9486859
tt10613988	nm3230124
tt10613992	nm4214454
tt10614074	nm10333807
tt10614086	nm0015497
tt10614094	nm2087431
tt10614152	nm3044254
tt10615210	nm5490658
tt10615260	\N
tt10615388	nm0107788
tt10615452	nm2471785
tt10615792	nm6701852,nm10826678
tt10616314	nm7708088
tt10616476	\N
tt10616544	nm4649013
tt10616608	nm3681125,nm8107044
tt10616760	nm8971688
tt10616792	nm1667332
tt10616848	nm0825973
tt10616884	\N
tt10616984	nm9566473
tt10617112	nm2146502,nm2277489
tt10617150	nm4818968
tt10617166	nm2001591
tt10617192	nm4359321
tt10617214	nm10827415
tt10617618	nm9044982
tt10618286	nm0000399
tt10618376	nm0167878
tt10618470	nm7869092
tt10618662	nm0264220
tt10618682	nm10827765
tt10619068	nm10827986
tt10619366	nm10828048,nm10828047
tt10619392	nm2067888,nm0567115
tt10619394	nm7173415,nm7173419
tt10619482	nm2112436
tt10619494	nm4559149
tt10619508	nm0297120
tt10619512	nm6333509
tt10619522	nm2997640
tt10619528	nm10828287
tt10619530	nm3701770
tt10619650	nm9311893,nm2481285
tt10619684	nm7536976
tt10619872	nm10828645
tt10620070	nm1964883
tt10620100	nm1964883
tt10620106	nm10828807
tt10620116	nm9577667
tt10620208	nm4840433
tt10620492	nm1136590
tt10620616	nm9788217
tt10620674	nm0798189
tt10620826	nm1097821
tt10620868	nm4252203
tt10620870	nm9639654
tt10620904	\N
tt10620952	\N
tt10621020	nm5164578
tt10621032	nm0945724
tt10621048	nm0002576
tt10621066	nm10829235
tt10621068	\N
tt10621100	nm3369438
tt10621108	nm8153303,nm8153300,nm8153296,nm8153299
tt10621158	nm8341574
tt10621180	nm2837835
tt10621206	nm0452914
tt10621248	nm10503917
tt10621250	nm0036537
tt10621254	nm7172513
tt10621364	\N
tt10621374	\N
tt10621390	nm2507381
tt10621430	nm0935985
tt10621534	nm10825270
tt10622194	nm8120652,nm8120649
tt10622206	nm3077162
tt10622212	nm1943695
tt10622220	nm2328122
tt10622260	nm0235822
tt10622264	\N
tt10622410	nm0904192
tt10622516	\N
tt10622560	nm9886432
tt10622670	nm10830195
tt10622694	nm1540978
tt10622708	nm10830264
tt10622790	nm6864027,nm4882830
tt10622840	nm2483722
tt10622940	\N
tt10622950	nm0992347
tt10622972	nm4852977
tt10623030	nm4656750
tt10623116	nm10830644
tt10623178	nm5401723
tt10623250	\N
tt10623262	nm10830830
tt10623264	nm10830847
tt10623274	nm2489001
tt10623428	nm10830996
tt10623430	nm10830998
tt10623454	nm10831015
tt10623460	nm10831024
tt10623516	nm3236402
tt10623524	nm7569493
tt10623544	nm3016680
tt10623658	nm7276599
tt10623778	nm1573681
tt10623810	nm8655404,nm8490098
tt10623866	nm8385042,nm5662264
tt10623980	nm10831351
tt10624442	nm10831419
tt10624526	nm10831427
tt10624616	nm10765866
tt10624738	nm6630203
tt10625172	nm1339693
tt10625602	\N
tt10625832	nm5564569
tt10626534	nm6092214
tt10626588	nm0103892
tt10626704	nm3748369,nm0423631
tt10626756	nm10020819
tt10626766	nm10832162
tt10626774	nm0855743
tt10626796	nm8065998
tt10626906	nm10832275
tt10627210	nm7893751
tt10627252	nm3946232
tt10627338	nm10832470
tt10627352	nm1086956,nm0218022
tt10627474	nm9988620
tt10627530	nm4902781
tt10627548	nm0000739
tt10627670	nm0300670
tt10627704	nm7119489,nm10832720,nm10548225
tt10627720	nm1169562
tt10627796	nm0537354
tt10627804	nm2485234
tt10627858	nm0735083
tt10627862	nm10139373,nm10139368,nm10832848
tt10627998	nm9242868,nm8701995
tt10628006	nm1740287
tt10628020	nm10833060
tt10628024	nm0592262
tt10628036	nm0253107
tt10628062	nm8224549
tt10628070	nm10833120
tt10628092	nm0941811
tt10628132	nm10203797
tt10628134	nm2335750
tt10628144	nm4756861
tt10628392	nm6245761
tt10628516	nm8058790
tt10628688	nm10833576
tt10628692	nm0945282
tt10628756	nm1359237
tt10629634	nm10833779
tt10630270	nm3233127
tt10630968	nm1543678
tt10630982	nm8042843
tt10631074	nm4557287
tt10631148	nm3210041,nm3255161
tt10631156	nm10834035
tt10631206	nm4475868
tt10631244	nm0711652
tt10631402	\N
tt10631532	nm10652080
tt10631534	nm0729040,nm0628292
tt10631716	\N
tt10632226	nm0190502
tt10632570	nm10834328
tt10632744	nm6252943
tt10632772	nm4200191
tt10633454	nm3575059
tt10633456	nm1818032
tt10633542	nm1295189
tt10633568	nm2858142
tt10633612	nm4105532
tt10633676	nm4647793
tt10633722	nm3350409
tt10633878	nm0595982
tt10634152	nm2858142
tt10634206	nm3156825
tt10634258	nm3471261
tt10634370	nm10834874
tt10634374	nm8968237
tt10634552	nm8187514
tt10634926	nm8620429
tt10635042	nm2359768
tt10635044	nm10311922
tt10635054	nm10835153
tt10635588	nm3410550
tt10635604	nm10833818
tt10635802	nm10835336
tt10635880	nm10835398
tt10635900	nm2826620
tt10636080	nm6611104
tt10636112	nm3982372
tt10636130	nm1651765
tt10636444	nm8307646
tt10636482	nm10835748
tt10636608	nm2611480
tt10636632	nm10835926
tt10637160	nm0206109
tt10637166	\N
tt10637332	nm3423368
tt10637398	\N
tt10637522	nm0426851
tt10637682	nm0484073
tt10637824	nm6396668
tt10637886	nm6575666
tt10638038	\N
tt10638108	nm10620432
tt10638200	nm4918632
tt10638270	nm10786350
tt10638274	nm3452383
tt10638296	nm8467060
tt10638354	nm3885019,nm2714608,nm5473554,nm6035584,nm1306942,nm3932163,nm4181577
tt10638522	nm4053334,nm6100536
tt10638524	nm7657878
tt10638582	nm2015017
tt10638906	nm10048391
tt10638946	nm10048391
tt10639042	nm10048391
tt10639076	nm0640337
tt10639194	nm10452004
tt10639624	nm3319414,nm5623996,nm2689823,nm8213772,nm8219139,nm5672083,nm5410497,nm5807078,nm3957052,nm5824529
tt10639672	nm10837653
tt10640084	nm9367249
tt10640120	nm9170167
tt10640174	nm3176748
tt10640262	nm6786004
tt10640330	\N
tt10640338	nm8161167
tt10640346	nm3227090
tt10640384	nm5224796
tt10640710	nm10837810
tt10640728	\N
tt10640730	nm10833914
tt10640766	nm0922781
tt10640792	nm3584925
tt10640836	nm3266194
tt10641162	nm10837883
tt10641246	nm8158477
tt10641346	nm2833279
tt10641490	\N
tt10641972	nm4127252
tt10642170	nm7069454
tt10642200	nm8860618
